6,3,0,1,4,1,0,1,0,1,0,0,blue,1,1,15,0,0,0,0,white,blue,1
4,2,1247,10,3,1,0,0,1,0,1,0,red,0,0,1,0,1,0,0,red,black,1
4,2,905,10,4,1,1,0,1,0,0,1,green,0,0,0,0,1,1,0,green,green,1
1,4,0,1,7,1,1,1,1,1,1,0,blue,1,1,0,0,1,1,0,white,blue,1
5,1,143,6,2,1,1,0,0,0,0,0,green,0,0,0,0,0,0,0,green,green,1
4,1,113,3,2,1,1,0,0,0,0,0,green,0,0,1,0,0,0,0,green,green,1
1,4,9363,1,3,1,0,1,0,1,0,0,white,0,1,50,0,0,0,0,blue,red,1
1,4,9,2,3,1,0,1,0,1,0,0,red,0,0,1,0,0,0,0,red,red,1
2,4,5,1,3,1,0,0,0,1,1,0,red,0,0,0,0,0,0,0,white,white,1
4,4,274,3,3,1,1,0,1,0,0,0,red,0,0,1,0,0,0,0,red,green,1
4,1,1267,3,3,0,1,0,0,1,0,1,orange,0,0,0,0,0,0,0,orange,green,1
4,4,36,6,4,1,1,0,1,0,1,0,gold,0,0,1,0,0,0,0,red,green,1
4,2,342,10,3,1,1,0,1,0,0,0,red,0,0,1,0,1,1,0,red,red,1
5,1,435,8,4,1,1,0,0,1,1,0,red,0,0,3,0,0,0,0,red,black,1
4,1,2506,8,4,1,1,0,0,1,1,0,red,0,0,0,0,0,0,0,red,black,1
1,4,1973,2,4,1,1,0,0,1,0,1,green,0,0,0,0,0,1,0,green,red,0
4,2,30,10,4,1,1,1,0,1,0,0,blue,0,0,0,0,1,0,0,green,blue,0
1,4,0,1,6,1,1,1,1,1,1,0,green,0,0,10,0,0,1,0,green,green,1
3,1,0,3,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,red,white,1
4,2,945,10,4,0,1,1,1,0,1,0,green,0,0,0,0,0,0,0,green,blue,1
3,1,249,4,3,1,0,0,1,0,1,0,black,0,0,0,0,0,0,0,black,gold,1
5,1,1566,10,3,1,0,1,1,0,0,0,red,0,0,1,1,1,0,0,red,red,0
6,2,463,1,4,1,0,0,1,1,1,0,black,0,0,5,0,0,1,0,red,black,1
4,1,623,10,5,1,1,1,1,1,0,0,gold,0,0,1,0,0,0,0,blue,gold,1
6,2,0,10,3,0,0,1,1,1,0,0,blue,0,0,1,0,0,0,0,blue,blue,1
2,4,912,2,7,1,1,1,1,1,1,1,red,0,0,7,0,1,1,0,gold,red,1
5,1,678,10,3,1,0,1,0,1,0,0,red,0,1,14,0,1,1,0,blue,red,1
4,2,391,10,5,1,1,0,1,1,1,0,green,0,0,1,0,1,1,0,green,green,1
5,1,1648,6,3,1,1,0,0,1,0,0,red,0,0,0,0,1,0,1,green,red,1
5,1,181,10,2,1,0,0,1,0,0,0,red,0,0,0,0,1,0,0,red,red,1
4,1,925,10,2,0,1,0,0,1,0,0,green,0,0,0,0,0,0,0,green,green,0
6,2,15,6,4,1,1,0,1,0,1,0,red,0,0,0,0,0,1,0,black,green,1
3,1,128,5,3,1,0,1,0,1,0,0,white,0,0,0,0,0,0,0,white,red,1
4,4,246,3,3,1,1,0,1,0,0,0,gold,0,0,0,0,0,0,0,red,green,0
4,2,753,10,4,1,1,0,0,0,1,1,green,0,0,0,0,0,1,0,green,brown,0
4,1,164,8,2,1,0,0,0,1,0,0,red,0,0,1,1,0,0,0,red,red,1
5,1,47,10,4,1,0,0,0,1,1,1,orange,0,0,0,0,0,1,0,orange,red,1
4,2,118,10,3,1,1,0,0,0,1,0,red,0,0,1,0,0,0,0,black,green,1
3,1,547,3,3,1,0,1,0,1,0,0,white,0,0,0,0,0,0,0,blue,red,0
5,1,9561,7,2,1,0,0,1,0,0,0,red,0,0,5,0,0,0,0,red,red,1
2,4,63,6,4,1,1,0,1,1,0,0,red,0,0,1,0,0,0,0,green,green,1
1,4,21,2,2,0,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,blue,blue,1
5,1,2150,8,2,0,1,0,0,1,0,0,green,0,0,0,0,1,0,1,green,green,1
1,4,0,1,6,1,1,1,1,1,1,0,red,1,1,0,0,1,1,0,white,red,1
1,4,0,1,5,1,0,1,1,1,1,0,red,0,0,1,0,0,0,0,black,red,1
6,1,1,10,2,0,0,1,0,1,0,0,blue,0,0,4,0,0,0,0,blue,blue,1
6,2,1,10,2,1,0,0,0,1,0,0,red,0,1,0,0,0,0,0,white,red,1
5,1,333,10,4,1,0,1,1,1,0,0,red,0,1,1,1,0,0,0,blue,white,1
2,3,2777,2,2,0,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,blue,blue,1
2,3,284,2,3,1,0,1,1,0,0,0,gold,0,0,0,0,0,0,0,gold,red,1
2,3,407,2,6,1,1,1,1,1,1,0,red,0,0,1,0,1,1,1,red,blue,1
1,4,0,1,6,1,1,1,1,1,0,1,blue,1,1,4,0,1,1,1,white,blue,1
5,1,781,9,2,1,0,0,0,1,0,0,red,0,0,1,1,0,0,0,red,red,1
1,4,11,1,3,0,1,0,1,0,1,0,green,1,0,0,0,0,0,0,gold,gold,1
5,1,36,7,3,1,0,1,0,1,0,0,red,0,1,1,0,0,0,0,blue,red,1
4,2,600,10,3,0,0,1,0,1,1,0,blue,0,0,0,0,0,0,0,blue,blue,1
3,1,450,6,2,0,0,1,1,0,0,0,blue,0,0,0,0,0,0,0,blue,blue,1
2,3,757,2,3,1,0,1,0,1,0,0,red,0,1,1,0,0,0,0,blue,red,1
4,4,10,1,4,1,1,1,0,1,0,0,red,0,0,0,0,0,0,0,red,green,1
1,4,112,2,2,0,0,1,0,1,0,0,blue,0,0,5,0,0,0,0,blue,blue,1
3,1,237,6,7,1,1,1,1,1,0,1,red,0,0,2,0,1,1,1,blue,red,0
6,1,0,1,4,1,0,1,1,1,0,0,red,0,0,1,0,1,1,0,red,blue,1
5,1,648,10,5,1,1,0,1,1,1,0,green,0,0,1,0,1,0,0,black,green,1
2,4,91,3,3,1,0,1,0,1,0,0,white,0,0,0,0,0,0,0,blue,red,0
5,1,333,10,2,1,0,0,1,0,0,0,red,0,0,1,0,0,0,0,red,red,1
5,1,21,10,2,0,0,1,0,1,0,0,white,0,0,1,0,0,0,0,blue,blue,1
3,1,313,5,2,1,0,0,0,1,0,0,white,0,0,0,0,0,0,0,white,red,1
4,3,0,1,7,1,1,1,1,1,0,1,blue,1,1,0,0,1,0,0,white,blue,1
5,1,22402,5,2,1,0,0,1,0,0,0,red,0,0,1,0,1,0,0,red,red,1
1,4,0,1,6,1,1,1,1,1,0,0,white,0,0,0,0,1,1,1,white,white,1
3,1,0,6,2,0,0,1,0,1,0,0,white,0,0,0,0,0,0,0,white,blue,1
1,4,115,2,3,1,0,1,0,1,0,0,blue,0,0,1,0,0,0,0,blue,blue,1
6,2,0,1,5,1,0,1,1,1,0,0,blue,1,1,9,0,0,0,0,white,blue,1
3,4,70,1,3,0,1,0,0,1,0,1,white,0,0,0,0,0,0,0,green,orange,0
1,4,51,2,3,1,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,blue,blue,1
3,1,9,6,3,0,1,0,1,1,0,0,white,0,0,0,0,1,1,0,white,white,1
4,1,474,3,3,1,1,0,1,0,0,0,gold,0,0,1,0,0,0,0,green,gold,0
4,4,72,1,3,0,1,1,0,1,0,0,green,0,0,0,0,0,0,0,green,blue,1
1,4,0,1,3,1,1,0,1,0,0,0,gold,0,0,7,0,0,1,0,red,red,1
3,1,108,4,3,1,0,0,1,0,1,0,gold,0,0,0,0,1,0,0,black,gold,1
4,1,28,10,4,1,1,1,0,1,0,0,green,0,0,0,0,0,0,0,green,red,1
4,2,783,10,5,1,1,0,1,1,1,0,gold,0,0,1,0,1,0,0,green,gold,1
3,1,0,6,3,1,0,1,1,0,0,0,gold,0,0,0,0,0,0,0,blue,red,0
5,1,804,6,2,0,1,0,0,1,0,0,green,0,0,1,1,0,0,0,white,green,1
4,4,111,10,3,1,0,1,0,1,0,0,red,0,1,1,0,0,0,0,blue,red,1
3,1,111,5,5,1,1,1,1,1,0,0,red,0,0,1,0,1,1,0,white,red,1
5,1,212,8,3,1,1,0,0,1,0,0,red,0,0,0,0,1,0,0,red,green,1
4,1,1760,8,1,0,1,0,0,0,0,0,green,0,0,0,0,0,0,0,green,green,1
4,1,1222,10,3,1,1,0,1,0,0,0,green,0,0,0,0,0,0,0,green,red,1
1,4,0,1,5,1,1,0,1,1,1,0,green,0,0,2,0,0,0,0,green,red,1
4,1,57,3,4,1,1,0,1,1,0,0,green,0,1,1,0,0,0,0,red,green,1
6,2,30,1,4,0,1,1,1,1,0,0,green,0,0,5,0,0,0,0,blue,green,1
5,1,236,10,3,1,0,1,0,1,0,0,red,0,0,0,0,0,0,0,red,red,1
3,1,337,9,2,0,0,1,0,1,0,0,white,0,0,0,0,0,0,0,white,white,1
3,1,93,9,3,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,red,green,1
1,4,109,2,2,0,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,blue,blue,0
6,1,300,10,4,1,0,1,1,1,0,0,blue,0,0,4,0,0,0,0,blue,red,1
3,1,29,6,3,1,0,0,1,0,1,0,red,0,0,1,0,0,1,0,red,red,1
3,1,43,6,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,red,red,1
4,4,196,3,3,1,1,0,1,0,0,0,green,0,0,1,0,0,0,0,green,red,0
4,1,0,6,4,1,1,0,1,0,1,0,green,0,0,2,0,0,0,0,green,green,1
5,1,514,10,3,1,0,1,0,1,0,0,red,0,0,0,0,0,0,0,red,red,1
2,4,215,1,5,1,1,0,1,1,1,0,green,0,0,0,0,0,0,0,black,green,1
5,1,1,7,6,1,1,1,1,1,0,1,blue,1,1,0,0,1,1,1,white,blue,1
3,1,41,6,3,1,0,1,0,1,0,0,red,0,0,0,0,0,0,0,red,blue,1
5,1,288,8,4,1,0,1,0,1,1,0,red,0,0,1,0,0,0,0,red,black,1
6,2,268,1,3,1,0,1,0,1,0,0,blue,1,1,4,0,0,0,0,white,blue,1
4,4,1031,8,2,0,1,0,1,0,0,0,green,0,0,1,1,0,0,0,green,green,1
3,4,103,6,3,1,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,blue,blue,1
3,4,245,1,3,1,0,1,0,1,0,0,red,1,0,0,0,0,0,0,white,red,1
4,1,1284,3,3,1,0,1,1,0,0,0,gold,0,0,0,0,0,0,0,blue,red,0
5,1,140,10,3,0,0,1,0,1,0,1,brown,0,0,2,1,0,0,0,blue,blue,1
4,4,447,8,2,1,1,0,0,0,0,0,red,0,0,1,0,0,0,0,red,red,1
2,4,76,2,3,1,0,1,0,1,0,0,red,0,4,2,0,0,0,0,white,white,1
5,1,372,9,2,1,0,0,0,1,0,0,white,0,0,1,0,0,0,0,white,white,1
3,1,0,4,3,1,0,1,1,0,0,0,red,0,0,0,0,1,0,0,blue,red,1
1,4,0,1,4,0,1,1,1,1,0,0,green,0,0,0,0,1,1,1,blue,green,0
3,1,84,4,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,red,red,1
5,1,18,8,4,1,1,0,0,1,1,0,green,0,0,0,0,0,0,0,green,red,1
6,3,3,1,3,1,0,1,0,1,0,0,red,0,1,5,0,0,0,0,blue,red,1
3,4,0,1,3,1,0,0,1,1,0,0,white,0,0,0,0,1,0,0,white,red,1
3,1,0,10,3,1,0,0,0,1,1,0,red,0,0,0,0,1,0,0,white,red,0
4,1,637,10,2,0,0,1,0,1,0,0,blue,0,0,1,0,0,0,0,blue,blue,1
4,2,0,1,3,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,red,green,1
5,1,0,10,3,1,1,0,0,1,0,0,red,0,0,0,1,0,0,0,red,red,1
4,4,323,3,3,1,1,0,0,1,0,0,white,0,0,0,0,0,0,0,red,green,0
6,1,0,10,3,0,0,1,0,1,0,0,blue,0,0,1,0,1,0,0,blue,blue,1
5,1,1,8,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,white,red,1
3,1,41,4,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,red,red,1
6,2,18,1,7,1,1,1,1,1,0,1,blue,1,1,0,0,1,1,0,white,blue,1
4,1,22,3,4,1,1,1,0,1,0,0,blue,0,0,1,0,0,0,0,white,green,1
3,1,324,6,3,1,0,1,0,1,0,0,red,0,0,0,0,0,0,0,red,red,1
1,4,0,1,3,0,0,1,1,0,1,0,blue,0,0,0,0,1,0,0,blue,blue,0
5,1,1,7,2,1,0,0,0,1,0,0,white,0,0,5,1,0,0,0,red,white,1
3,1,301,6,3,1,1,0,0,1,0,0,white,0,0,0,0,0,0,0,green,red,0
4,2,2,3,2,0,1,0,0,1,0,0,green,0,0,4,1,0,0,0,green,green,1
1,4,0,6,3,1,0,1,0,1,0,0,white,0,0,6,0,0,0,0,white,white,1
5,1,84,8,4,1,1,0,0,1,1,0,green,0,0,0,0,0,0,0,red,black,1
2,3,8512,6,4,0,1,1,1,1,0,0,green,0,0,22,0,0,0,1,green,green,1
4,2,587,10,3,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,white,green,1
1,4,49,2,3,1,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,blue,blue,1
6,3,0,1,4,1,0,1,1,1,0,0,gold,1,1,5,0,0,0,0,white,gold,1
4,2,268,10,3,0,1,1,1,0,0,0,green,0,0,0,0,0,0,0,green,blue,1
4,2,1221,6,5,1,1,1,0,1,0,1,orange,1,0,0,0,0,0,0,orange,blue,1
2,3,2777,2,3,0,0,1,1,1,0,0,blue,0,0,1,0,0,0,0,blue,blue,1
1,4,19,1,3,0,0,1,1,0,1,0,blue,0,0,0,0,0,0,0,blue,blue,1
5,1,98,8,4,1,1,0,0,1,1,0,black,0,0,1,0,0,0,0,black,green,1
5,1,185,8,4,1,1,0,0,1,1,0,red,0,0,2,0,0,0,0,red,black,1
1,4,0,1,6,1,1,1,1,1,0,1,blue,1,1,0,0,1,1,0,white,blue,1
5,1,11,8,2,0,0,0,0,1,0,1,brown,0,0,0,0,0,0,0,white,brown,1
6,1,0,1,7,1,1,1,1,1,0,1,blue,0,0,0,0,1,1,1,red,red,1
5,1,3268,6,4,0,1,1,0,1,0,1,orange,0,0,0,0,1,0,0,orange,green,1
5,1,66,10,4,0,1,0,1,0,0,1,gold,0,0,0,0,1,1,0,gold,gold,0
1,4,0,1,4,0,0,1,1,1,1,0,blue,0,0,0,0,0,0,0,blue,blue,1
3,4,92,6,5,1,1,1,1,1,0,0,red,0,0,0,0,1,0,0,green,red,1
4,2,28,10,3,1,1,0,0,1,0,0,red,1,0,3,0,0,0,0,white,white,1
